Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
13993,6022,2,45900,Ford USA,Mustang,1966,70'000 - 74'999,200,Silber,0,5,1
13994,6166,3,23800,Suzuki,Jimny,2015,5'000 - 9'999,85,Weiss,0,3,1
13995,6215,5,47990,BMW,X2,2021,10'000 - 14'999,178,Grau,0,0,0
13996,6215,5,3500,Nissan,Almera,2000,130'000 - 139'999,114,Rot,0,1,0
13997,6015,4,4500,Renault,Kangoo,2009,120'000 - 129'999,78,Braun,0,2,1
13998,6221,2,16000,Volkswagen,Crafter,2011,120'000 - 129'999,109,Weiss,1,2,1
13999,6035,5,55530,Volkswagen,Touareg,2019,80'000 - 84'999,286,Blau,1,3,0
14000,6203,3,34500,Ford,Mustang,2011,25'000 - 29'999,470,Grün,0,4,1
14002,6020,3,11900,Audi,TT,2009,150'000 - 159'999,250,Schwarz,0,4,0
14004,6044,5,34800,Toyota,Yaris,2021,5'000 - 9'999,116,Weiss,2,3,0
14005,6017,5,7900,Audi,A4,2003,200'000 - 249'999,163,Schwarz,0,0,1
14006,6210,2,26500,Fiat,500,1968,100'000 - 109'999,24,Grau,0,1,1
14008,6206,5,22900,Opel,Mokka,2018,50'000 - 54'999,152,Weiss,0,3,0
14009,6210,5,42900,SEAT,Alhambra,2021,25'000 - 29'999,150,Weiss,0,2,0
14011,6010,5,64450,Audi,A6,2021,10'000 - 14'999,286,Blau,2,0,0
14012,6016,5,62500,Volkswagen,T6,2019,25'000 - 29'999,150,Blau,1,2,0
14013,6037,3,2100,Mitsubishi,Colt,2013,250'000 - 299'999,75,Weiss,0,5,1
14015,6034,2,38950,Volkswagen,Karmann Ghia,1969,90'000 - 94'999,54,Sonstige,0,5,1
14016,6038,5,70799,Volvo,XC60,2020,15'000 - 19'999,317,Schwarz,0,3,0
14017,6034,2,14650,Audi,80,1973,40'000 - 44'999,85,Braun,0,1,0
14018,6043,2,7400,Mini,Cooper,2009,120'000 - 129'999,120,Rot,0,4,1
14019,6130,3,17900,Volkswagen,Golf,1986,200'000 - 249'999,112,Weiss,0,4,1
14021,6014,5,14900,BMW,530,2011,180'000 - 189'999,258,Silber,1,0,0
14023,6166,2,42999,Porsche,911,2006,75'000 - 79'999,325,Schwarz,0,4,1
14024,6010,5,33990,Opel,Crossland,2022,0 - 4'999,120,Grau,1,3,0
14025,6344,5,1950,Volkswagen,Golf,1986,150'000 - 159'999,75,Rot,0,1,1
14027,6010,5,39900,CUPRA,Born,2021,5'000 - 9'999,204,Blau,2,1,0
14028,6214,5,19490,SEAT,Ibiza,2018,65'000 - 69'999,115,Blau,0,1,0
14029,6030,5,32990,Kia,Cee'd,2021,0 - 4'999,160,Grau,0,0,1
14030,6283,4,5500,Volkswagen,Jetta,1988,180'000 - 189'999,90,Weiss,0,1,1
14031,6030,5,47500,Jaguar,F-Pace,2016,50'000 - 54'999,300,Sonstige,1,3,0
14033,6030,3,3200,Fiat,Punto,2001,120'000 - 129'999,96,Silber,0,1,1
14034,6260,5,27980,Volkswagen,Tiguan,2016,45'000 - 49'999,150,Blau,0,0,0
14035,6204,2,26500,Audi,A3,2016,100'000 - 109'999,150,Schwarz,0,4,0
14036,6014,4,8200,Mercedes-Benz,Sprinter,2008,190'000 - 199'999,108,Weiss,1,0,1
14037,6010,5,40900,SEAT,Leon,2021,5'000 - 9'999,150,Schwarz,2,1,0
14038,6210,5,6990,Mazda,RX-8,2006,110'000 - 119'999,231,Grau,0,1,1
14039,6035,5,23950,Volkswagen,Polo,2021,20'000 - 24'999,110,Blau,0,1,0
14041,6048,2,25000,Pontiac,Firebird,1977,100'000 - 109'999,0,Sonstige,0,5,0
14042,6210,5,47200,Hyundai,i30,2022,0 - 4'999,280,Sonstige,0,1,0
14043,6182,5,24999,Subaru,Levorg,2018,60'000 - 64'999,170,Silber,0,0,0
14044,6008,5,2600,Volkswagen,Bora,2000,400'000 - 449'999,1,Grau,0,1,1
14045,6017,5,4250,Subaru,Legacy/Outback,2010,200'000 - 249'999,149,Grau,1,0,1
14047,6252,5,7000,Volkswagen,T5,2009,200'000 - 249'999,131,Grau,1,2,1
14049,6014,5,4600,Volkswagen,Polo,2009,180'000 - 189'999,85,Weiss,0,1,1
14050,6280,5,69000,Volkswagen,Transporter/Caravelle,2020,35'000 - 39'999,150,Blau,1,2,0
14051,6182,5,26890,Hyundai,Kona,2019,10'000 - 14'999,177,Rot,0,3,0
14052,6344,4,7900,Mercedes-Benz,200,1966,170'000 - 179'999,55,Blau,1,1,1
14053,6156,5,10900,Subaru,Legacy/Outback,2010,150'000 - 159'999,167,Grau,0,0,0
14054,6015,5,19800,Audi,A5,2011,130'000 - 139'999,170,Grau,1,1,1
14055,6032,5,7900,Toyota,RAV4,2008,180'000 - 189'999,136,Grau,1,3,1
14056,6260,5,1400,Opel,Astra,2005,140'000 - 149'999,200,Silber,0,1,1
14057,6020,5,11900,Mercedes-Benz,A-CLASS,2013,170'000 - 179'999,125,Schwarz,0,1,1
14058,6035,5,59950,Audi,Q3,2021,5'000 - 9'999,245,Blau,2,3,0
14059,6010,5,13500,Audi,A6,2012,190'000 - 199'999,245,Rot,1,0,0
14060,6260,5,17980,Volkswagen,Touran,2016,130'000 - 139'999,110,Silber,1,2,0
14062,6033,5,9799,Hyundai,ix20,2012,65'000 - 69'999,125,Grau,0,1,1
14063,6010,5,25990,Mitsubishi,Outlander,2017,50'000 - 54'999,150,Silber,1,0,0
14064,6205,2,39500,Opel,Speedster,2004,5'000 - 9'999,200,Rot,0,4,1
14065,6045,5,31500,Mercedes-Benz,A-CLASS,2019,30'000 - 34'999,163,Weiss,0,1,1
14066,6156,5,7800,Toyota,Yaris,2012,150'000 - 159'999,99,Grau,0,1,1
14067,6030,5,39900,Audi,S,2018,60'000 - 64'999,310,Weiss,0,1,0
14068,6004,5,2100,Peugeot,307,2004,200'000 - 249'999,1,Grau,0,1,1
14069,6110,4,11800,Mercedes-Benz,S-CLASS,2002,130'000 - 139'999,279,Rot,0,1,0
14070,6166,2,26900,Mitsubishi,L200,2010,35'000 - 39'999,136,Weiss,1,3,1
14071,6023,3,3999,Renault,Mégane,1998,95'000 - 99'999,90,Gelb,0,4,1
14072,6210,5,2800,Dacia,Sandero,2015,200'000 - 249'999,75,Weiss,0,1,1
14073,6030,4,26500,BMW,740,2011,100'000 - 109'999,306,Schwarz,1,1,0
14074,6035,4,37950,Volkswagen,T-Cross,2021,10'000 - 14'999,110,Weiss,0,3,0
14075,6145,2,7800,Mercedes-Benz,CLK,2001,180'000 - 189'999,218,Sonstige,0,4,0
14076,4915,5,24900,Honda,Civic,2016,95'000 - 99'999,310,Weiss,0,1,1
14077,6210,5,22990,Ford,EcoSport,2018,25'000 - 29'999,125,Weiss,0,3,0
14078,6005,4,26500,Audi,Q5,2015,100'000 - 109'999,190,Weiss,1,3,0
14079,6215,5,1500,Mazda,5,2007,190'000 - 199'999,146,Grau,0,2,1
14080,6210,4,18499,Volkswagen,T5,2013,200'000 - 249'999,140,Silber,1,2,1
14082,6210,5,30900,Hyundai,Bayon,2021,5'000 - 9'999,120,Sonstige,2,3,0
14083,6218,5,15100,Volvo,V40,2014,140'000 - 149'999,200,Schwarz,0,0,1
14084,6035,5,36750,Volkswagen,Passat,2020,25'000 - 29'999,150,Grau,1,0,0
14086,6020,5,1800,Peugeot,207,2008,150'000 - 159'999,150,Rot,0,1,1
14087,6243,5,36800,Mercedes-Benz,CLS,2017,85'000 - 89'999,258,Schwarz,1,5,0
14088,6003,5,9700,Honda,Jazz,2013,140'000 - 149'999,100,Weiss,2,1,0
14089,6038,3,11200,Volkswagen,Scirocco,2010,200'000 - 249'999,310,Silber,0,5,0
14091,6215,5,31900,Audi,A1,2019,65'000 - 69'999,200,Schwarz,0,1,0
14092,6014,5,28900,Toyota,Aygo X,2022,0 - 4'999,72,Grün,0,3,0
14094,6012,5,44900,Jaguar,F-Pace,2018,35'000 - 39'999,300,Grau,0,3,0
14095,6004,2,62400,Alfa Romeo,GTV,1972,100'000 - 109'999,150,Rot,0,5,1
14096,6030,5,8750,Mercedes-Benz,A-CLASS,2012,75'000 - 79'999,115,Grau,0,1,0
14098,6210,3,11900,Volkswagen,Golf,2012,140'000 - 149'999,160,Grau,0,4,0
14099,6221,5,10500,SEAT,Alhambra,2011,170'000 - 179'999,170,Grau,1,2,1
14100,6005,5,8500,Skoda,Octavia,2012,130'000 - 139'999,160,Grau,0,0,0
14101,6212,5,42773,Volvo,XC60,2019,45'000 - 49'999,190,Grau,1,3,0
14102,6030,2,69900,Mercedes-Benz,C-Klasse,2016,35'000 - 39'999,510,Grau,0,5,0
14103,6215,5,26900,Volkswagen,Tiguan,2017,60'000 - 64'999,150,Silber,0,3,0
14104,6206,2,3800,Volkswagen,Beetle,2003,170'000 - 179'999,102,Weiss,0,4,1
14105,6145,5,10600,Volkswagen,Polo,2010,65'000 - 69'999,85,Silber,0,1,0
14109,6035,5,13770,Audi,A1,2014,70'000 - 74'999,86,Schwarz,0,1,1
14110,6035,5,69200,Volkswagen,other,2022,0 - 4'999,204,Weiss,2,5,0
14111,6260,5,37980,Volkswagen,Tiguan,2018,75'000 - 79'999,190,Weiss,1,3,0
14112,6210,5,37900,Skoda,Octavia,2021,20'000 - 24'999,204,Weiss,2,0,0
14115,6044,5,38900,Toyota,Corolla,2021,15'000 - 19'999,182,Grau,2,0,0
14116,4915,5,39990,Audi,A4,2017,65'000 - 69'999,272,Weiss,1,0,0
14117,6010,5,41820,Audi,A4,2020,15'000 - 19'999,190,Silber,1,0,0
14118,6015,5,13900,BMW,X-serien,2010,85'000 - 89'999,218,Sonstige,0,3,0
14119,6016,5,18500,Opel,Astra,2018,85'000 - 89'999,136,Weiss,1,0,0
14121,6260,5,31980,Volkswagen,Tiguan,2019,100'000 - 109'999,150,Schwarz,1,3,0
14123,6030,5,9500,Mercedes-Benz,ML,2006,200'000 - 249'999,306,Schwarz,0,3,0
14124,6215,5,1500,Honda,Civic,2001,200'000 - 249'999,110,Grau,0,1,0
14126,6232,5,5550,Volvo,V70,2008,300'000 - 349'999,185,Schwarz,1,0,0
14127,6210,5,44990,Ford,S-Max,2020,15'000 - 19'999,190,Weiss,1,2,0
14130,6003,2,18990,BMW,Z4,2003,60'000 - 64'999,231,Grau,0,4,1
14131,6215,5,27000,Volkswagen,Tiguan,2018,95'000 - 99'999,150,Schwarz,1,3,0
14132,6005,4,1200,Skoda,Octavia,2001,200'000 - 249'999,110,Silber,0,1,1
14133,6010,5,43900,SEAT,Ateca,2020,20'000 - 24'999,150,Schwarz,1,3,0
14134,6006,5,10900,Alfa Romeo,Giulietta,2015,160'000 - 169'999,241,Schwarz,0,1,0
14135,6010,5,39900,Mitsubishi,Outlander,2020,20'000 - 24'999,135,Braun,2,3,0
14136,6260,5,31980,Audi,RS Q3,2014,150'000 - 159'999,310,Schwarz,0,3,0
14137,6215,5,26500,Audi,Q2,2017,95'000 - 99'999,150,Blau,1,3,0
14138,6033,5,21500,Audi,A6,2014,100'000 - 109'999,245,Silber,1,0,0
14140,6017,5,28500,Volkswagen,Tiguan,2017,55'000 - 59'999,180,Schwarz,0,3,0
14141,4915,5,22800,Volkswagen,Golf,2017,80'000 - 84'999,150,Gelb,0,1,0
14142,6130,2,118007,Aston Martin,Vanquish,2004,60'000 - 64'999,466,Schwarz,0,1,0
14144,6047,5,18900,BMW,320,2014,140'000 - 149'999,185,Weiss,1,0,0
14145,6030,3,56000,Aston Martin,V8 V12,2008,70'000 - 74'999,405,Schwarz,0,5,1
14146,6026,3,12500,Mini,Cooper S,2008,100'000 - 109'999,200,Weiss,0,4,0
14147,6153,5,5700,Renault,Mégane,2014,130'000 - 139'999,110,Rot,1,0,1
14148,6205,2,65000,Chevrolet,Corvette,2012,0 - 4'999,411,Grau,0,5,1
14150,6035,5,73250,Audi,QUATTRO,2021,25'000 - 29'999,265,Schwarz,0,1,0
14151,6244,5,13500,Volkswagen,CC,2013,180'000 - 189'999,300,Schwarz,0,1,0
14152,6210,5,46900,Hyundai,Tucson,2022,0 - 4'999,180,Sonstige,2,3,0
14153,6048,4,7900,SEAT,Exeo,2011,160'000 - 169'999,211,Sonstige,0,1,1
14154,6010,5,61840,Audi,S,2018,85'000 - 89'999,450,Rot,0,0,0
14155,6023,2,21700,Pontiac,Firebird,1996,130'000 - 139'999,305,Silber,0,5,0
14156,6035,5,28750,Volkswagen,Polo,2021,10'000 - 14'999,110,Schwarz,0,1,0
14157,6130,5,44900,Volkswagen,Sharan,2021,20'000 - 24'999,150,Grau,0,2,0
14158,6037,5,18350,Mercedes-Benz,A-CLASS,2013,95'000 - 99'999,156,Weiss,0,1,1
14159,6000,5,5500,SEAT,Exeo,2012,160'000 - 169'999,160,Schwarz,0,0,1
14160,6144,5,74100,CUPRA,Formentor,2022,0 - 4'999,390,Sonstige,0,3,0
14164,6037,5,4800,Mercedes-Benz,C-CLASS,2007,200'000 - 249'999,150,Schwarz,1,0,0
14166,6260,5,28980,Volkswagen,T-Roc,2019,90'000 - 94'999,150,Gelb,0,3,0
14167,6210,5,3400,Honda,Civic,2008,250'000 - 299'999,160,Grau,0,1,1
14169,6208,5,62900,Skoda,Superb,2022,0 - 4'999,200,Schwarz,1,0,0
14170,6182,5,4900,Subaru,Justy,2005,110'000 - 119'999,99,Silber,0,5,1
14171,6017,5,20900,Volkswagen,Golf,2019,10'000 - 14'999,115,Grau,0,1,1
14172,6110,5,9900,Jeep,Cherokee,2009,180'000 - 189'999,177,Schwarz,1,3,0
14174,6280,5,12900,Toyota,Auris,2013,130'000 - 139'999,99,Silber,2,1,0
14175,6020,5,1300,Renault,Espace,2004,200'000 - 249'999,110,Grau,1,1,0
14177,6006,5,4350,Ford,Mondeo,2005,250'000 - 299'999,130,Silber,1,0,0
14178,6020,5,1500,Nissan,Primera,2003,190'000 - 199'999,140,Blau,0,0,0
14179,6030,5,34490,Suzuki,Vitara,2022,0 - 4'999,129,Silber,2,3,0
14180,6280,5,35500,BMW,3er,2019,25'000 - 29'999,184,Weiss,0,0,0
14181,6210,5,9900,Citroën,C-Crosser,2012,110'000 - 119'999,156,Schwarz,1,3,0
14182,6218,5,12600,Volvo,V60,2011,190'000 - 199'999,215,Schwarz,1,0,0
14183,6010,5,47960,Audi,A4,2021,5'000 - 9'999,204,Rot,2,0,0
14184,6032,5,28870,Skoda,Octavia,2020,45'000 - 49'999,150,Schwarz,0,0,0
14185,6210,5,5400,Skoda,Octavia,2009,190'000 - 199'999,200,Grau,0,0,0
14186,6014,3,8750,Ford,Focus,2006,130'000 - 139'999,225,Sonstige,0,1,1
14188,6010,5,52120,Audi,A4,2020,40'000 - 44'999,286,Weiss,1,0,0
14189,6012,5,65900,Land Rover,Discovery,2019,20'000 - 24'999,306,Weiss,1,3,0
14192,6215,5,1999,Peugeot,106,1993,75'000 - 79'999,60,Weiss,0,1,1
14193,6182,5,39800,SEAT,Ateca,2021,5'000 - 9'999,190,Grau,0,3,0
14196,6234,5,4100,Audi,A3,2004,200'000 - 249'999,200,Schwarz,0,0,1
14197,6285,5,21840,Citroën,C3,2022,0 - 4'999,83,Weiss,0,1,1
14198,6045,5,12500,Fiat,Doblo,2011,150'000 - 159'999,135,Schwarz,1,2,1
14199,6210,5,11900,Hyundai,i20,2016,60'000 - 64'999,120,Sonstige,0,1,1
14201,6015,5,7900,Mazda,CX-7,2009,120'000 - 129'999,259,Grau,0,3,1
14202,6231,3,3250,Volkswagen,Polo,2001,140'000 - 149'999,60,Weiss,0,1,0
14204,6210,5,9900,Audi,A1,2012,85'000 - 89'999,86,Schwarz,0,1,1
14206,6048,2,9600,Volkswagen,Beetle,2004,70'000 - 74'999,116,Blau,0,4,1
14208,6020,5,3800,Skoda,Fabia,2013,65'000 - 69'999,70,Blau,0,1,1
14209,6153,5,5700,Renault,Mégane,2014,130'000 - 139'999,110,Rot,1,0,1
14210,6034,4,22450,Audi,A3,2014,25'000 - 29'999,180,Schwarz,0,1,0
14211,6166,5,4700,Kia,Rio,2010,150'000 - 159'999,90,Grau,0,1,1
14214,6234,3,9900,Volkswagen,Eos,2011,110'000 - 119'999,160,Schwarz,0,4,1
14215,6203,5,8800,Skoda,Octavia,2013,200'000 - 249'999,184,Schwarz,1,0,0
14216,6016,5,13500,Opel,Meriva,2013,65'000 - 69'999,140,Silber,0,2,0
14217,6210,5,12500,Peugeot,5008,2013,140'000 - 149'999,163,Grau,1,2,0
14221,6122,5,24900,Mercedes-Benz,ML,2015,140'000 - 149'999,204,Weiss,1,3,0
14222,6026,3,1600,Alfa Romeo,GT,2004,170'000 - 179'999,166,Silber,0,5,1
14223,6206,4,2800,Hyundai,Elantra,1999,80'000 - 84'999,110,Grün,0,1,0
14224,6280,3,7900,Nissan,Sunny,1989,95'000 - 99'999,125,Weiss,0,5,1
14225,6020,5,6500,BMW,1-serien,2008,170'000 - 179'999,143,Sonstige,0,1,1
14226,6210,5,49990,Ford,Focus,2020,20'000 - 24'999,280,Schwarz,0,1,0
14228,6014,4,5900,Hyundai,Getz,2005,50'000 - 54'999,106,Silber,0,1,0
14229,6048,5,16800,Alfa Romeo,Giulietta,2018,50'000 - 54'999,150,Sonstige,0,1,1
14230,6182,5,33790,Ford,Focus,2020,20'000 - 24'999,280,Rot,0,1,1
14231,6210,5,61800,BMW,X6,2017,130'000 - 139'999,381,Weiss,1,1,0
14232,6210,5,74990,Ford,Mustang,2021,5'000 - 9'999,371,Rot,2,3,0
14233,6260,5,44980,Audi,A4,2019,40'000 - 44'999,190,Schwarz,1,0,0
14234,6010,5,19900,Alfa Romeo,Giulietta,2019,30'000 - 34'999,120,Grau,0,1,1
14235,6182,5,37900,Ford,Focus,2021,0 - 4'999,280,Schwarz,0,1,1
14236,6102,5,13700,BMW,X1,2012,170'000 - 179'999,184,Schwarz,1,3,0
14238,6210,5,5200,Honda,Jazz,2009,110'000 - 119'999,99,Blau,0,2,1
14239,6215,5,1500,Toyota,Corolla,2005,200'000 - 249'999,116,Schwarz,1,2,1
14241,6030,5,3700,Volkswagen,Polo,2006,180'000 - 189'999,75,Schwarz,0,1,1
14242,6020,5,6999,Audi,A6,2004,300'000 - 349'999,224,Schwarz,1,1,0
14243,6012,5,36800,Mercedes-Benz,A-Klasse,2020,15'000 - 19'999,150,Weiss,1,1,0
14244,6103,5,5900,Hyundai,i30,2011,140'000 - 149'999,109,Grau,0,1,1
14245,6133,5,4500,Subaru,Impreza,2004,110'000 - 119'999,98,Grau,0,0,1
14246,6242,5,8500,BMW,320,2011,200'000 - 249'999,184,Schwarz,1,0,0
14248,6012,5,49800,Mercedes-Benz,V-Klasse,2017,65'000 - 69'999,190,Schwarz,1,2,0
14249,6102,5,5700,Fiat,Punto,2013,40'000 - 44'999,69,Weiss,0,1,1
14250,6264,2,80000,Mercedes-Benz,E-CLASS,2020,45'000 - 49'999,275,Rot,0,4,0
14251,6010,5,39990,Audi,Q2,2021,30'000 - 34'999,150,Schwarz,0,3,0
14252,6030,5,110990,Land Rover,Defender,2022,5'000 - 9'999,249,Schwarz,2,3,0
14255,6016,4,16900,Opel,Combo,2018,35'000 - 39'999,95,Weiss,1,2,1
14257,6010,5,5000,SEAT,Leon,2011,200'000 - 249'999,146,Schwarz,1,1,1
14258,6030,5,2799,Fiat,Croma,2005,180'000 - 189'999,150,Grau,1,0,1
14259,6210,5,23900,Subaru,Impreza,2009,130'000 - 139'999,350,Schwarz,0,0,1
14260,6260,5,39980,Volkswagen,Golf,2020,65'000 - 69'999,150,Weiss,1,1,0
14261,6016,5,12900,Toyota,Auris,2013,50'000 - 54'999,245,Silber,0,1,1
14263,6215,4,14999,Mercedes-Benz,C-CLASS,1999,300'000 - 349'999,306,Schwarz,0,1,0
14264,6014,2,5300,Mazda,E2000,1991,120'000 - 129'999,105,Blau,0,2,1
14266,6012,5,19900,Opel,Vivaro,2017,140'000 - 149'999,145,Weiss,1,2,1
14267,6030,5,96190,Jaguar,F-Pace,2022,0 - 4'999,250,Schwarz,0,3,0
14268,6030,5,72900,Land Rover,Range Rover,2019,25'000 - 29'999,300,Weiss,1,3,0
14269,6010,5,1200,Audi,A3,2001,200'000 - 249'999,130,Grau,1,1,0
14270,6130,4,33950,Volkswagen,other,2022,0 - 4'999,110,Silber,0,3,0
14271,6012,5,16990,SEAT,Leon,2015,15'000 - 19'999,110,Schwarz,0,0,1
14272,6212,5,26950,Volvo,XC60,2016,85'000 - 89'999,190,Sonstige,1,3,0
14274,6102,5,2800,Subaru,Impreza,2010,300'000 - 349'999,0,Schwarz,1,1,1
14275,6203,4,43400,BMW,7er,2016,95'000 - 99'999,265,Grau,1,1,0
14276,6023,4,33500,BMW,335,2014,70'000 - 74'999,313,Grau,1,1,0
14277,6207,5,3000,SEAT,Ibiza,2003,150'000 - 159'999,75,Rot,0,1,1
14278,6032,5,47900,SEAT,Tarraco,2021,25'000 - 29'999,245,Grün,0,3,0
14279,6210,5,8900,Audi,A8,2008,160'000 - 169'999,350,Grau,0,1,0
14281,6010,5,39990,Audi,A1,2021,10'000 - 14'999,150,Gelb,0,1,0
14282,6232,3,15800,BMW,330,2004,180'000 - 189'999,231,Schwarz,0,4,0
14283,6144,3,3600,Mini,Cooper S,2004,200'000 - 249'999,165,Grün,0,1,1
14284,6260,5,34980,Audi,A5,2017,65'000 - 69'999,190,Grau,0,1,1
14285,6036,4,4000,Skoda,Fabia,2011,200'000 - 249'999,105,Weiss,1,0,1
14286,6294,4,4500,BMW,120,2007,190'000 - 199'999,163,Silber,1,1,1
14287,6010,5,62540,Audi,A6,2021,20'000 - 24'999,265,Silber,2,0,0
14288,6010,5,27580,Audi,Q2,2016,50'000 - 54'999,150,Grau,0,3,0
14289,6030,3,1200,Fiat,Punto,2005,150'000 - 159'999,75,Grau,0,1,1
14290,6015,5,37800,Audi,Q7,2011,90'000 - 94'999,239,Grau,1,3,0
14291,6210,5,43900,SEAT,Alhambra,2021,30'000 - 34'999,150,Grau,0,2,0
14292,6032,4,27700,BMW,650,2013,150'000 - 159'999,450,Silber,0,1,0
14293,6018,5,9800,Toyota,Verso-S,2011,160'000 - 169'999,99,Weiss,0,2,0
14294,6210,5,9900,Citroën,C-Crosser,2012,110'000 - 119'999,156,Schwarz,1,3,0
14295,6015,5,42000,Tesla,Model S,2016,150'000 - 159'999,525,Schwarz,2,1,0
14296,6003,4,17500,Bentley,Turbo,1990,120'000 - 129'999,320,Blau,0,1,0
14297,6144,5,19900,SEAT,Ateca,2017,140'000 - 149'999,150,Sonstige,1,3,1
14298,6206,2,6800,Fiat,500,2013,100'000 - 109'999,70,Weiss,0,4,1
14299,6182,5,31900,Hyundai,i30,2018,25'000 - 29'999,275,Rot,0,1,1
14300,6105,2,15500,Fiat,500L,1970,40'000 - 44'999,25,Gelb,0,5,1
14302,6260,5,14980,Volkswagen,Golf,2015,110'000 - 119'999,110,Blau,0,2,1
14303,6010,5,52120,Audi,A6,2021,15'000 - 19'999,204,Schwarz,2,0,0
14304,6032,3,600,Volkswagen,Polo,2004,200'000 - 249'999,100,Blau,0,0,1
14305,6005,5,38999,Maserati,Ghibli,2014,45'000 - 49'999,330,Grau,0,1,0
14307,6285,5,24900,Skoda,Kodiaq,2017,150'000 - 159'999,150,Weiss,1,3,0
14308,6032,5,46990,CUPRA,Formentor,2022,0 - 4'999,150,Schwarz,0,3,0
14309,6035,5,16950,Volkswagen,Polo,2019,45'000 - 49'999,80,Schwarz,0,1,1
14310,6004,3,15000,BMW,328,1997,200'000 - 249'999,192,Blau,0,4,1
14311,6289,4,37500,Renault,Master,2021,10'000 - 14'999,150,Weiss,1,2,1
14312,6285,5,13900,Ford,Fiesta,2016,55'000 - 59'999,100,Silber,0,1,0
14314,6010,5,47000,CUPRA,Formentor,2021,0 - 4'999,190,Grau,0,3,0
14315,6210,5,27900,Hyundai,Bayon,2022,0 - 4'999,120,Sonstige,2,3,0
14316,6234,3,4900,Mini,One,2010,180'000 - 189'999,75,Schwarz,0,1,1
14318,6252,5,3500,Mercedes-Benz,A-CLASS,2008,200'000 - 249'999,120,Blau,0,1,0
14320,6033,4,10500,Subaru,Impreza,2003,200'000 - 249'999,224,Grau,0,1,1
14321,6260,5,14980,Volkswagen,Polo,2015,110'000 - 119'999,150,Schwarz,0,1,0
14322,6214,5,17890,Skoda,Fabia,2020,10'000 - 14'999,95,Silber,0,1,1
14323,6032,5,12470,Volkswagen,Golf,2016,140'000 - 149'999,125,Weiss,0,0,0
14324,6010,5,45430,Audi,A4,2020,15'000 - 19'999,245,Schwarz,0,0,0
14325,6014,3,1250,Mitsubishi,Colt,1998,200'000 - 249'999,75,Weiss,0,1,1
14326,6260,4,23980,Volkswagen,T6,2018,140'000 - 149'999,102,Weiss,1,2,1
14327,6045,4,36900,Bentley,Brooklands,1997,75'000 - 79'999,304,Grün,0,1,0
14328,6182,5,40999,Volkswagen,Golf,2020,0 - 4'999,245,Grau,0,1,0
14329,6012,5,64900,Mercedes-Benz,GLB-Klasse,2020,25'000 - 29'999,306,Blau,0,3,0
14330,6025,5,10900,Fiat,1100,1960,130'000 - 139'999,60,Rot,0,1,1
14332,6032,5,52900,SEAT,Cupra Ateca,2022,5'000 - 9'999,300,Weiss,0,3,0
14333,6215,5,3999,Chevrolet,Suburban,2000,250'000 - 299'999,1,Blau,0,1,0
14334,6035,5,47950,Volkswagen,Tiguan,2020,25'000 - 29'999,230,Weiss,0,3,0
14335,6010,5,55320,Audi,A6,2021,10'000 - 14'999,204,Schwarz,2,0,0
14336,6260,5,29980,Volkswagen,Tiguan,2018,130'000 - 139'999,150,Weiss,1,3,0
14337,6010,5,31900,Subaru,XV,2021,10'000 - 14'999,150,Schwarz,2,3,0
14338,6010,3,5900,Fiat,500,2011,100'000 - 109'999,70,Gelb,0,4,1
14339,6280,5,14500,Audi,A4,2011,180'000 - 189'999,240,Weiss,1,0,1
14340,6289,2,11900,Peugeot,RCZ,2011,130'000 - 139'999,156,Grau,0,5,1
14341,6012,4,57900,Mercedes-Benz,E-Klasse,2020,15'000 - 19'999,194,Weiss,2,1,0
14342,6170,5,17500,Opel,Vivaro,2017,55'000 - 59'999,95,Weiss,1,2,1
14343,6005,5,15990,Volkswagen,T5,2006,200'000 - 249'999,174,Schwarz,1,2,1
14344,6032,5,1800,SEAT,Leon,2006,200'000 - 249'999,185,Schwarz,0,1,1
14345,6260,5,33980,Volkswagen,Touran,2018,65'000 - 69'999,150,Grau,0,2,0
14347,6010,5,46650,Hyundai,Kona,2021,0 - 4'999,204,Schwarz,2,3,0
14349,6218,5,13900,Volvo,XC90,2010,250'000 - 299'999,185,Braun,1,3,0
14350,6030,5,95290,Jaguar,F-Pace,2022,0 - 4'999,250,Schwarz,0,3,0
14351,6182,5,42990,Hyundai,i30,2021,0 - 4'999,280,Grau,0,1,0
14352,6260,2,47980,Audi,R8,2008,80'000 - 84'999,420,Silber,0,5,0
14353,6212,5,17848,Volvo,V40,2014,110'000 - 119'999,180,Schwarz,0,0,0
14354,6014,3,1100,Mitsubishi,Colt,2005,200'000 - 249'999,95,Grau,0,1,0
14355,6010,5,39900,SEAT,Leon,2020,5'000 - 9'999,204,Grau,2,1,0
14356,6208,4,41620,Volkswagen,other,2021,0 - 4'999,150,Schwarz,0,3,0
14357,6032,5,28900,Opel,Astra,2021,15'000 - 19'999,145,Grau,0,0,0
14358,6003,5,15250,Mercedes-Benz,C-CLASS,2012,100'000 - 109'999,185,Weiss,0,1,1
14359,6233,5,57900,BMW,X6M,2019,110'000 - 119'999,381,Sonstige,1,3,0
14360,6016,5,23900,Opel,Mokka,2018,30'000 - 34'999,152,Grau,0,3,0
