Unnamed: 0,PLZ,TUEREN,PREIS,MARKE,MODELL,REGDATE,KM_STAND,LEISTUNG_PS,FARBE,TREIBSTOFF,AUFBAU,GETRIEBE_TYP
14361,6233,4,29500,Mercedes-Benz,CLS,2015,160'000 - 169'999,333,Grau,0,1,0
14362,6203,5,6200,Peugeot,5008,2011,130'000 - 139'999,156,Schwarz,0,2,0
14363,6260,5,5980,Renault,Clio,2011,160'000 - 169'999,103,Grau,0,1,1
14365,6260,5,31980,Volkswagen,Tiguan Allspace,2019,25'000 - 29'999,150,Schwarz,0,3,1
14366,6015,2,13900,Volkswagen,Golf,2011,110'000 - 119'999,160,Rot,0,4,0
14367,6037,3,4100,Smart,Fortwo,2011,140'000 - 149'999,71,Rot,0,5,0
14369,6030,4,56800,Tesla,Model 3,2019,30'000 - 34'999,489,Schwarz,2,1,0
14370,6006,5,14000,BMW,528,2012,110'000 - 119'999,258,Grau,0,1,0
14372,6035,5,20980,Smart,Forfour,2020,10'000 - 14'999,82,Schwarz,2,1,0
14373,6014,5,600,Mazda,2,2004,200'000 - 249'999,68,Grau,1,2,1
14377,6156,5,10900,Subaru,Impreza,2009,120'000 - 129'999,150,Grau,0,0,0
14378,6032,5,6900,Skoda,Fabia,2011,130'000 - 139'999,180,Schwarz,0,1,0
14379,6263,5,850,Volkswagen,Golf,2003,200'000 - 249'999,110,Blau,0,0,1
14380,6130,5,61200,Volkswagen,Tiguan,2021,5'000 - 9'999,190,Silber,0,3,0
14381,6006,5,10400,Skoda,Octavia,2015,200'000 - 249'999,183,Weiss,1,0,0
14382,6043,2,27500,Chevrolet,Corvette,2005,90'000 - 94'999,400,Schwarz,0,4,0
14383,6156,5,10990,Ford,Kuga,2008,130'000 - 139'999,136,Grau,1,3,1
14384,6010,5,19900,Hyundai,Ioniq,2017,75'000 - 79'999,120,Weiss,2,1,0
14385,6012,5,35800,Mini,Mini,2021,20'000 - 24'999,178,Grün,0,1,0
14386,6204,5,35500,SEAT,Arona,2022,0 - 4'999,110,Grau,0,3,0
14387,6210,5,41900,Skoda,Superb,2020,45'000 - 49'999,190,Grau,1,0,0
14388,6010,5,39900,SEAT,Alhambra,2018,35'000 - 39'999,220,Sonstige,0,2,0
14389,6215,5,18990,Skoda,Octavia,2013,60'000 - 64'999,180,Weiss,0,0,0
14390,6170,5,14600,Subaru,Legacy/Outback,2012,30'000 - 34'999,150,Weiss,0,0,0
14392,6144,5,26900,SEAT,Leon,2017,85'000 - 89'999,300,Sonstige,0,0,0
14393,6003,5,11900,BMW,335,2010,200'000 - 249'999,306,Schwarz,0,1,0
14394,6010,5,26900,Skoda,Octavia,2018,75'000 - 79'999,150,Weiss,1,0,0
14395,6012,5,44800,Jaguar,E-Pace,2018,30'000 - 34'999,300,Weiss,0,3,0
14398,6010,5,59990,Audi,SQ5,2018,25'000 - 29'999,354,Schwarz,0,3,0
14399,6156,5,8800,Mazda,2,2012,50'000 - 54'999,84,Schwarz,0,1,1
14400,6206,5,4500,Opel,Corsa,2007,150'000 - 159'999,90,Grau,0,1,1
14401,6010,5,76540,Audi,S,2018,50'000 - 54'999,450,Grau,0,0,0
14402,6022,4,18800,BMW,5er,1983,180'000 - 189'999,184,Grün,0,1,1
14403,6012,4,53800,Mercedes-Benz,Sprinter,2022,0 - 4'999,170,Weiss,1,2,1
14406,6247,2,16900,BMW,135,2010,140'000 - 149'999,320,Weiss,0,5,1
14407,6130,5,52900,Volkswagen,T-Roc,2022,0 - 4'999,190,Schwarz,0,3,0
14408,6048,5,14950,Mercedes-Benz,ML,2008,130'000 - 139'999,190,Schwarz,1,3,0
14410,6035,4,39550,Volkswagen,other,2021,0 - 4'999,110,Grau,0,3,0
14411,6130,5,4200,Toyota,Corolla,2008,250'000 - 299'999,129,Silber,0,2,1
14412,6022,5,20000,Audi,80,1978,80'000 - 84'999,75,Gelb,0,1,0
14413,6102,5,1850,BMW,325,2007,200'000 - 249'999,0,Schwarz,0,0,1
14415,6214,5,20890,SEAT,Ibiza,2018,40'000 - 44'999,115,Schwarz,0,1,0
14416,6014,5,4999,Fiat,Punto,2010,140'000 - 149'999,77,Schwarz,0,1,1
14417,6035,5,41850,Volkswagen,Tiguan,2020,50'000 - 54'999,200,Schwarz,1,3,0
14418,6015,5,1900,Mazda,323,2001,120'000 - 129'999,101,Blau,1,1,1
14419,6208,3,38900,Chrysler,Newport,1962,25'000 - 29'999,330,Grau,0,5,0
14420,6210,4,53900,Ford,Ranger,2020,30'000 - 34'999,212,Schwarz,1,3,0
14421,6012,3,11800,Ford,Transit,2014,140'000 - 149'999,100,Weiss,0,2,1
14422,6030,5,53500,Jaguar,E-Pace,2021,15'000 - 19'999,200,Schwarz,0,3,0
14423,6233,2,4400,Mazda,MX-5,1998,190'000 - 199'999,110,Schwarz,0,4,1
14425,6030,5,42990,Opel,Insignia,2022,5'000 - 9'999,170,Schwarz,0,1,0
14426,6034,4,25850,Volkswagen,Typ 2,1992,180'000 - 189'999,88,Weiss,0,2,1
14427,6182,5,3000,Nissan,Primera,2002,190'000 - 199'999,93,Grau,1,1,1
14428,6010,5,45990,Audi,A4,2020,35'000 - 39'999,286,Grau,1,0,0
14430,6014,5,6700,Mercedes-Benz,C-Klasse,2010,200'000 - 249'999,231,Grau,1,0,0
14431,6020,3,2400,Ford,Fiesta,2005,200'000 - 249'999,150,Blau,0,1,1
14432,6105,5,4900,Suzuki,Splash,2011,85'000 - 89'999,86,Grau,0,1,1
14434,6014,3,28500,Fiat,500,2021,0 - 4'999,118,Grau,2,1,0
14435,6020,5,1500,Opel,Astra,2006,200'000 - 249'999,92,Schwarz,0,1,1
14436,6206,5,121990,Mercedes-Benz,G-Klasse,2017,30'000 - 34'999,571,Blau,0,3,0
14437,6010,4,7300,Citroën,C3,2012,75'000 - 79'999,73,Grau,0,5,1
14438,6035,5,34950,Volkswagen,T-Roc,2019,40'000 - 44'999,190,Schwarz,0,3,0
14439,6206,5,27900,Opel,Crossland,2021,10'000 - 14'999,130,Weiss,0,3,0
14440,6048,5,2700,Fiat,Scudo,2000,150'000 - 159'999,150,Blau,1,2,1
14441,6210,5,2400,Skoda,Octavia,2006,300'000 - 349'999,150,Grau,1,0,0
14442,6018,5,26500,Toyota,Prius,2017,45'000 - 49'999,122,Weiss,2,1,0
14443,6203,3,34500,Ford,Mustang,2011,25'000 - 29'999,470,Grün,0,4,1
14444,6260,5,14980,Volkswagen,Polo,2019,70'000 - 74'999,95,Schwarz,0,1,1
14445,6030,2,3150,Mini,Coupe,2002,140'000 - 149'999,125,Rot,0,5,1
14446,6012,5,34900,Mini,Mini,2021,15'000 - 19'999,178,Grün,0,1,0
14448,6010,4,38360,Audi,A3,2021,5'000 - 9'999,150,Silber,1,1,0
14449,6006,5,2200,Suzuki,Liana,2007,200'000 - 249'999,1,Grau,0,0,1
14451,6030,5,38500,Jaguar,E-Pace,2018,80'000 - 84'999,249,Silber,0,3,0
14453,6020,5,4200,Citroën,Picasso,2008,160'000 - 169'999,136,Blau,1,1,0
14454,6016,5,5500,Opel,Meriva,2009,120'000 - 129'999,75,Weiss,1,2,1
14455,6233,5,14500,Audi,A6,2011,110'000 - 119'999,170,Schwarz,1,0,1
14456,6010,5,43000,CUPRA,Formentor,2021,0 - 4'999,180,Weiss,2,3,0
14457,6210,5,2750,Volkswagen,Polo,2002,150'000 - 159'999,75,Silber,0,1,1
14458,6260,5,23980,Volkswagen,Touran,2019,170'000 - 179'999,150,Weiss,1,2,0
14460,6210,3,15990,Lancia,A112,1984,70'000 - 74'999,70,Rot,0,1,1
14461,6043,3,9900,Volkswagen,Scirocco,2009,140'000 - 149'999,199,Weiss,0,1,1
14462,6110,5,7900,BMW,3-serien,2010,200'000 - 249'999,177,Grau,1,0,0
14464,6003,5,17500,Audi,S5,2010,130'000 - 139'999,333,Grau,0,1,0
14465,6020,3,1800,Subaru,Justy,2003,200'000 - 249'999,85,Blau,0,1,1
14466,6030,5,41900,Mercedes-Benz,E-Klasse,2017,80'000 - 84'999,194,Blau,1,0,0
14468,6204,5,9500,Citroën,C3,2016,70'000 - 74'999,110,Grau,0,1,1
14469,6020,5,2500,Nissan,Micra,2006,190'000 - 199'999,75,Schwarz,0,1,1
14470,6280,2,27500,BMW,2er,2016,50'000 - 54'999,184,Weiss,0,4,1
14471,6018,5,29990,Toyota,Corolla,2021,0 - 4'999,179,Schwarz,2,1,0
14472,6110,5,2650,Skoda,Fabia,2008,200'000 - 249'999,80,Schwarz,1,0,1
14473,6020,5,66000,Mercedes-Benz,AMG,2019,10'000 - 14'999,400,Schwarz,0,5,0
14475,6010,5,41900,BMW,3er,2020,10'000 - 14'999,190,Grau,1,0,0
14476,6264,4,34000,Volkswagen,Golf,2021,40'000 - 44'999,150,Grau,0,1,0
14477,6285,5,19200,Skoda,Octavia,2017,110'000 - 119'999,150,Grau,0,0,0
14478,6035,5,30990,Mitsubishi,Outlander,2018,30'000 - 34'999,121,Schwarz,2,0,0
14479,6030,5,159690,Land Rover,Defender,2022,5'000 - 9'999,525,Grau,0,3,0
14481,6214,5,34890,Volkswagen,Touran,2019,20'000 - 24'999,150,Schwarz,0,2,0
14483,6182,5,31790,Volkswagen,Tiguan,2018,95'000 - 99'999,180,Grau,0,3,0
14484,6030,5,36950,Kia,Cee'd,2022,0 - 4'999,160,Weiss,2,1,0
14485,6182,4,17999,Subaru,WRX,2011,140'000 - 149'999,301,Schwarz,0,1,1
14486,6130,5,34350,Volkswagen,Golf,2022,0 - 4'999,130,Weiss,2,1,0
14487,6032,2,16900,BMW,Z-serien,2016,180'000 - 189'999,184,Schwarz,0,4,1
14488,6030,5,32900,Ford,Ranger,2015,100'000 - 109'999,200,Schwarz,1,3,0
14489,6014,4,4900,Fiat,Panda,2009,100'000 - 109'999,70,Blau,1,3,1
14490,6010,4,37650,Audi,A3,2021,10'000 - 14'999,150,Schwarz,2,1,0
14491,6182,5,28999,Subaru,Legacy/Outback,2019,40'000 - 44'999,175,Grau,0,0,0
14492,6210,5,3700,Honda,Jazz,2006,200'000 - 249'999,83,Schwarz,0,2,1
14493,6210,5,2400,Fiat,Panda,2004,160'000 - 169'999,70,Blau,0,1,0
14494,6035,5,39980,Volkswagen,Tiguan,2019,30'000 - 34'999,190,Grau,0,3,0
14495,6035,5,17850,Volkswagen,Polo,2018,55'000 - 59'999,95,Silber,0,1,0
14496,6215,5,1200,BMW,318,2002,200'000 - 249'999,143,Grau,0,0,1
14497,6205,5,7000,Volkswagen,Passat,1990,300'000 - 349'999,160,Rot,0,1,1
14498,6144,5,35910,SEAT,Leon,2021,5'000 - 9'999,150,Sonstige,2,1,0
14502,6022,3,20000,Audi,80,1976,75'000 - 79'999,75,Braun,0,5,1
14504,6215,5,1900,Subaru,Impreza,2008,200'000 - 249'999,150,Grau,0,1,0
14505,6218,5,5700,Suzuki,Swift,2012,160'000 - 169'999,94,Silber,0,1,1
14506,6012,4,43800,Mercedes-Benz,CLA-Klasse,2019,15'000 - 19'999,224,Schwarz,0,1,0
14507,6010,5,19990,Hyundai,i20,2022,0 - 4'999,100,Weiss,0,1,1
14508,6030,5,29600,Opel,Mokka,2021,0 - 4'999,130,Schwarz,0,3,1
14509,6032,5,41900,CUPRA,Born,2022,0 - 4'999,204,Silber,2,1,0
14510,6354,5,16500,BMW,520,2015,200'000 - 249'999,190,Grau,1,0,0
14511,6204,5,27900,SEAT,Ibiza,2021,0 - 4'999,110,Weiss,0,1,0
14513,6234,3,3999,Mercedes-Benz,CLK,1999,200'000 - 249'999,193,Blau,0,5,1
14516,6156,5,8800,Subaru,Impreza,2007,160'000 - 169'999,107,Grau,0,0,1
14517,6210,5,33990,Audi,Q2,2017,50'000 - 54'999,190,Grau,1,3,0
14518,6010,5,46800,Alfa Romeo,Stelvio,2019,15'000 - 19'999,190,Silber,1,3,0
14519,6252,5,6600,Ford,S-Max,2007,170'000 - 179'999,140,Silber,1,2,1
14520,6210,5,6170,Opel,Meriva,2007,160'000 - 169'999,180,Schwarz,0,2,1
14521,6260,4,17980,Volkswagen,Jetta,2013,90'000 - 94'999,150,Weiss,0,1,0
14522,6210,4,800,Alfa Romeo,156,2004,170'000 - 179'999,166,Grau,0,1,1
14523,6012,2,69800,Mercedes-Benz,E-Klasse,2018,55'000 - 59'999,435,Weiss,2,5,0
14526,6215,5,2500,Citroën,C3,2004,110'000 - 119'999,109,Grau,0,1,0
14527,6010,4,29990,Mercedes-Benz,CLS,2015,170'000 - 179'999,204,Grau,1,1,0
14529,6010,5,39990,Audi,Q2,2021,25'000 - 29'999,150,Grau,0,3,0
14530,6152,2,9800,Audi,A3,2008,130'000 - 139'999,160,Silber,0,4,1
14531,6014,5,34999,Porsche,Panamera,2015,160'000 - 169'999,300,Grau,1,1,0
14532,6030,2,43000,Porsche,911,2004,70'000 - 74'999,320,Sonstige,0,4,1
14534,6032,3,11000,Audi,A5,2008,200'000 - 249'999,240,Schwarz,1,5,0
14535,6020,5,1800,Citroën,C3,2009,85'000 - 89'999,74,Grau,0,1,1
14536,6035,5,35850,BMW,X-serien,2018,55'000 - 59'999,190,Schwarz,1,0,0
14537,6037,5,1500,Volkswagen,Golf,1999,250'000 - 299'999,50,Grau,0,1,0
14539,6162,5,1400,Volkswagen,Passat,2001,300'000 - 349'999,131,Blau,1,2,0
14541,6210,5,16900,SEAT,Leon,2013,150'000 - 159'999,211,Grau,0,1,0
14545,6210,5,44990,Ford,Kuga,2021,5'000 - 9'999,225,Silber,2,3,0
14546,6043,3,17900,Audi,A5,2010,150'000 - 159'999,177,Weiss,1,4,0
14547,6232,3,7750,Fiat,500,2009,90'000 - 94'999,100,Schwarz,0,1,1
14548,6012,4,10800,Renault,Trafic,2010,110'000 - 119'999,114,Weiss,1,2,1
14549,6210,5,44400,SEAT,Alhambra,2021,30'000 - 34'999,150,Weiss,0,2,0
14550,6205,2,29990,BMW,Z-serien,2006,130'000 - 139'999,342,Schwarz,0,4,1
14552,6030,5,47800,Volvo,XC90,2016,65'000 - 69'999,235,Schwarz,1,3,0
14554,6215,5,5999,Jaguar,XF,2008,200'000 - 249'999,238,Schwarz,0,1,0
14555,6010,5,57560,Audi,A6,2021,5'000 - 9'999,265,Schwarz,2,0,0
14556,6221,2,11900,Smart,Roadster,2005,95'000 - 99'999,82,Grau,0,4,0
14559,6130,5,5900,Volkswagen,Passat,2009,190'000 - 199'999,160,Rot,0,0,0
14560,6264,5,21500,Chevrolet,Caprice,1987,200'000 - 249'999,172,Rot,0,1,0
14561,6012,2,41800,Volkswagen,Crafter,2020,80'000 - 84'999,140,Weiss,1,2,1
14562,6289,5,19900,Skoda,Fabia,2021,10'000 - 14'999,95,Grau,0,1,1
14564,6221,3,15500,Porsche,944,1989,200'000 - 249'999,165,Blau,0,4,1
14565,6010,5,38360,Audi,Q2,2020,15'000 - 19'999,150,Rot,1,3,0
14568,6006,3,1700,Renault,Clio,2001,170'000 - 179'999,1,Blau,0,1,1
14569,6048,5,1999,Subaru,Impreza,2010,190'000 - 199'999,130,Schwarz,1,1,1
14570,6211,3,18750,Jaguar,XK,2007,200'000 - 249'999,298,Grau,0,5,0
14572,6215,4,74500,BMW,M3,2019,15'000 - 19'999,450,Weiss,0,1,1
14573,6130,5,69700,Volkswagen,Golf,2021,0 - 4'999,320,Schwarz,0,0,0
14576,6010,5,33790,Cadillac,XT5,2019,85'000 - 89'999,314,Weiss,0,0,0
14577,6003,5,10900,Alfa Romeo,Giulietta,2014,75'000 - 79'999,120,Weiss,0,1,1
14579,6212,5,68304,Volvo,XC90,2021,5'000 - 9'999,235,Schwarz,2,3,0
14580,6005,3,8700,BMW,320,1998,170'000 - 179'999,150,Grau,0,4,0
14581,4915,5,33900,Skoda,Octavia,2019,15'000 - 19'999,245,Grau,0,0,0
14582,6210,5,42500,Ford,Kuga,2020,15'000 - 19'999,190,Schwarz,2,3,0
14583,6012,5,64900,Mercedes-Benz,GLC-Klasse,2021,30'000 - 34'999,211,Schwarz,2,3,0
14584,6015,4,5500,BMW,523,2005,250'000 - 299'999,177,Grau,0,1,0
14586,6207,4,11900,Audi,90,1991,120'000 - 129'999,136,Grau,0,1,0
14587,6010,5,63300,Hyundai,Santa Fe,2021,5'000 - 9'999,180,Grau,2,3,0
14588,6003,5,13500,BMW,X5,2007,190'000 - 199'999,235,Schwarz,1,3,0
14589,6123,4,15000,BMW,750,1991,200'000 - 249'999,350,Schwarz,0,1,0
14590,6010,5,38360,Audi,A3,2021,0 - 4'999,150,Silber,2,1,0
14591,6102,4,7600,Volkswagen,T4,1998,250'000 - 299'999,115,Sonstige,0,1,0
14593,6030,5,3999,BMW,118,2009,200'000 - 249'999,105,Schwarz,1,5,0
14594,6015,5,18900,Mercedes-Benz,C-Klasse,2013,100'000 - 109'999,204,Grau,1,0,0
14595,6010,4,7200,BMW,530,2003,120'000 - 129'999,193,Grau,1,1,0
14596,6206,5,8800,Suzuki,SX4,2010,100'000 - 109'999,120,Schwarz,0,1,1
14597,6003,5,1000,Audi,A4,2001,200'000 - 249'999,170,Silber,1,0,1
14598,6260,5,65365,Volkswagen,Tiguan,2022,0 - 4'999,200,Schwarz,1,3,0
14599,6210,5,71300,Mercedes-Benz,220,2021,20'000 - 24'999,204,Grau,1,1,0
14600,6045,3,50000,BMW,M,2017,45'000 - 49'999,400,Weiss,0,5,0
14601,6210,5,44990,Ford,Kuga,2021,0 - 4'999,225,Grau,2,3,0
14602,6014,3,1150,Mini,Cooper,2003,200'000 - 249'999,115,Grau,0,1,1
14603,6260,5,42980,Volkswagen,Tiguan,2020,35'000 - 39'999,190,Grau,0,3,0
14605,6110,5,9900,Jeep,Cherokee,2009,180'000 - 189'999,177,Schwarz,1,3,0
14606,6014,5,8500,Opel,Astra,2011,100'000 - 109'999,140,Grau,0,0,0
14607,6280,5,42800,BMW,5er,2018,35'000 - 39'999,190,Grau,0,0,0
14608,6020,3,8900,Toyota,RAV4,2004,130'000 - 139'999,150,Grau,0,3,1
14609,6106,4,9000,BMW,3-serien,2009,160'000 - 169'999,272,Blau,0,1,1
14610,6285,5,37900,Citroën,C4,2021,0 - 4'999,136,Grau,2,1,0
14611,6036,5,55000,Chevrolet,Bel Air,1960,80'000 - 84'999,188,Blau,0,1,0
14612,6038,4,3700,Skoda,Octavia,2005,190'000 - 199'999,150,Grau,0,1,1
14613,6289,5,19900,Skoda,Fabia,2021,10'000 - 14'999,95,Blau,0,1,1
14614,6012,2,69800,Jaguar,F-Type,2018,45'000 - 49'999,380,Silber,0,4,0
14615,6215,5,13900,Volkswagen,Golf,2014,60'000 - 64'999,125,Silber,0,2,1
14617,6210,5,18500,Ford,Fiesta,2019,45'000 - 49'999,100,Weiss,0,1,0
14619,6015,4,31800,Ford,Transit,2022,0 - 4'999,105,Weiss,1,2,1
14620,6210,3,3390,Alfa Romeo,GT,2008,120'000 - 129'999,165,Schwarz,0,5,1
14621,6234,5,2600,Audi,A4,2001,130'000 - 139'999,130,Grau,0,1,0
14622,6212,5,64900,Volvo,XC90,2020,15'000 - 19'999,235,Schwarz,2,3,0
14623,6010,5,14000,Mercedes-Benz,E-CLASS,2011,200'000 - 249'999,156,Schwarz,1,1,0
14624,6210,5,26500,Ford,Focus,2019,15'000 - 19'999,150,Sonstige,0,1,1
14625,6012,5,16900,Audi,S,2009,120'000 - 129'999,310,Schwarz,0,1,0
14626,6035,5,21090,Volkswagen,Polo,2021,20'000 - 24'999,95,Blau,0,1,0
14627,6142,5,6900,Volkswagen,Golf,2008,170'000 - 179'999,200,Blau,0,1,1
14629,6248,2,1699,Volkswagen,Lupo,1998,160'000 - 169'999,50,Grün,0,5,1
14630,6010,3,5200,Volkswagen,Scirocco,2008,200'000 - 249'999,170,Weiss,0,1,0
14631,6110,5,20000,Audi,RS6,2009,200'000 - 249'999,580,Grau,0,0,0
14632,6010,5,35900,SEAT,Alhambra,2017,45'000 - 49'999,150,Sonstige,0,2,0
14633,6152,5,23400,Audi,A7,2011,65'000 - 69'999,300,Grau,0,1,0
14634,6010,2,11000,Chevrolet,Camaro,1999,65'000 - 69'999,199,Rot,0,4,0
14635,6036,5,3499,Volvo,240,1991,300'000 - 349'999,115,Grün,0,1,0
14636,6232,3,6900,Fiat,500,2010,110'000 - 119'999,69,Weiss,0,4,1
14637,6143,5,1290,Volvo,S80,2005,350'000 - 399'999,170,Grau,1,1,0
14638,6102,5,2000,Volkswagen,Golf,2006,200'000 - 249'999,115,Silber,0,1,1
14640,6204,5,18500,BMW,528,1978,180'000 - 189'999,170,Weiss,0,1,0
14641,6210,2,67990,Ford,Mustang,2019,5'000 - 9'999,459,Grün,0,5,1
14642,6210,5,5990,BMW,325,2006,200'000 - 249'999,217,Rot,0,0,1
14643,6010,5,41990,Kia,Cee'd,2022,0 - 4'999,204,Schwarz,0,1,0
14644,6215,3,7999,Volkswagen,Polo,2012,170'000 - 179'999,180,Weiss,0,1,0
14645,6014,5,1600,Fiat,Ulysse,2009,120'000 - 129'999,125,Grau,1,1,1
14646,6260,3,28980,Volkswagen,Golf,2013,35'000 - 39'999,265,Blau,0,4,0
14647,6280,5,3200,Nissan,Note,2008,110'000 - 119'999,110,Grau,0,2,1
14648,6206,5,2400,Skoda,Octavia,2006,200'000 - 249'999,101,Grau,1,0,1
14649,6264,3,3000,Renault,Twingo,2008,50'000 - 54'999,60,Silber,0,1,1
14651,6003,5,23000,Volkswagen,Touareg,2007,15'000 - 19'999,176,Schwarz,1,3,0
14652,6247,5,8500,Opel,Corsa,2013,55'000 - 59'999,100,Weiss,0,1,1
14653,6102,5,2900,Volkswagen,Sharan,2005,200'000 - 249'999,0,Schwarz,1,1,1
14654,6264,5,5700,Fiat,Sedici,2007,150'000 - 159'999,120,Schwarz,1,1,1
14655,6035,5,36250,Volkswagen,T6,2017,50'000 - 54'999,150,Weiss,1,2,1
14657,6156,5,10800,Subaru,Forester,2012,170'000 - 179'999,150,Schwarz,0,3,0
14658,6182,5,31999,Mercedes-Benz,C-Klasse,2019,50'000 - 54'999,160,Schwarz,1,0,0
14659,6004,3,21000,Fiat,500,2017,50'000 - 54'999,145,Grau,0,4,1
14660,6037,3,24999,Mercedes-Benz,SL,1974,180'000 - 189'999,225,Rot,0,5,0
14662,6234,5,9900,Skoda,Octavia,2012,160'000 - 169'999,105,Schwarz,1,0,1
14665,6014,3,720,Audi,A3,2000,200'000 - 249'999,150,Grau,0,1,1
14668,6010,5,1000,Volkswagen,Touran,2003,200'000 - 249'999,160,Silber,1,1,1
14669,6003,3,6100,Volkswagen,Eos,2010,200'000 - 249'999,210,Schwarz,0,4,0
14670,6038,3,9000,Mini,One,2016,85'000 - 89'999,78,Weiss,0,5,1
14672,6244,5,15250,Mercedes-Benz,B-CLASS,2013,100'000 - 109'999,154,Weiss,0,2,0
14673,6033,5,24500,Mazda,5,2016,130'000 - 139'999,192,Grau,0,3,0
14674,6003,3,4500,Audi,S3,2001,200'000 - 249'999,210,Silber,0,1,1
14675,6152,2,17400,Volkswagen,Golf,2015,120'000 - 129'999,150,Grau,1,4,0
14676,6033,4,2599,Volvo,V70,2005,300'000 - 349'999,140,Grau,0,0,0
14678,6210,3,14900,Citroën,DS3,2016,55'000 - 59'999,160,Weiss,0,1,0
14679,6035,5,53950,Volkswagen,Tiguan Allspace,2021,5'000 - 9'999,190,Weiss,0,3,0
14680,6030,2,28500,Mini,JCW,2016,45'000 - 49'999,231,Rot,0,4,1
14682,6010,5,34290,Opel,Mokka,2022,0 - 4'999,130,Schwarz,0,3,0
14683,6020,5,16750,BMW,X5,2008,170'000 - 179'999,286,Schwarz,1,3,0
14684,6010,5,64330,Mercedes-Benz,A-Klasse,2020,20'000 - 24'999,422,Rot,0,1,0
14685,6203,5,46550,CUPRA,Born,2022,0 - 4'999,204,Blau,2,1,0
14686,6012,4,21800,Renault,Trafic,2017,60'000 - 64'999,120,Weiss,1,2,1
14687,6110,5,1900,Renault,Mégane,2008,180'000 - 189'999,86,Weiss,1,0,1
14688,6204,5,55500,Audi,A6,2020,50'000 - 54'999,245,Blau,2,0,0
14689,6014,2,7400,Mini,Mini Cabriolet,2008,130'000 - 139'999,170,Weiss,0,4,0
14690,6012,5,58800,Land Rover,Defender,2014,70'000 - 74'999,122,Weiss,1,3,1
14692,6170,5,34900,BMW,1er,2018,70'000 - 74'999,340,Blau,0,1,0
14693,6014,5,9800,Toyota,Yaris,2012,110'000 - 119'999,75,Braun,2,1,0
14696,6010,5,25900,SEAT,Ibiza,2020,5'000 - 9'999,115,Rot,0,1,0
14697,6210,5,12800,Honda,CR-V,2009,120'000 - 129'999,150,Grau,0,3,0
14698,6015,3,2800,Citroën,C1,2009,160'000 - 169'999,68,Weiss,0,1,1
14699,6260,5,23980,Volkswagen,T-Roc,2019,50'000 - 54'999,115,Weiss,0,3,1
14700,6233,4,11500,Volkswagen,Passat,2012,160'000 - 169'999,170,Grau,1,0,1
14701,6015,5,27800,Mercedes-Benz,E-Klasse,2014,130'000 - 139'999,333,Grau,0,0,0
14702,6048,2,3900,Audi,80,1996,200'000 - 249'999,174,Schwarz,0,4,1
14703,6210,5,59990,Ford USA,Bronco,2021,5'000 - 9'999,253,Rot,0,3,0
14704,6110,5,20000,Audi,RS6,2009,200'000 - 249'999,580,Grau,0,0,0
14706,6014,5,4990,BMW,530,2001,200'000 - 249'999,193,Silber,1,1,0
14707,6210,5,24900,Hyundai,Santa Fe,2015,85'000 - 89'999,197,Sonstige,1,3,0
14708,6247,5,19500,Mercedes-Benz,GLK,2013,180'000 - 189'999,204,Weiss,1,3,0
14709,6010,5,41900,CUPRA,Formentor,2022,0 - 4'999,150,Grau,2,3,0
14710,6018,5,13900,Toyota,Yaris,2013,55'000 - 59'999,101,Sonstige,2,1,0
14711,6010,5,36100,Hyundai,i30,2022,0 - 4'999,159,Schwarz,2,0,0
14712,6010,2,69900,BMW,2er,2019,25'000 - 29'999,410,Sonstige,0,5,0
14713,6010,5,44990,Hyundai,Kona,2021,0 - 4'999,280,Grau,0,3,0
14714,6206,5,57990,Mercedes-Benz,E-Klasse,2020,5'000 - 9'999,194,Grau,1,0,0
14716,6010,4,5000,Subaru,Legacy/Outback,2010,200'000 - 249'999,150,Grau,0,0,0
14717,6208,5,18880,BMW,5-serien,1983,180'000 - 189'999,184,Grün,0,1,1
14718,6214,5,26490,Audi,A1,2019,60'000 - 64'999,116,Schwarz,0,1,0
14719,6287,5,32800,Nissan,Qashqai,2019,20'000 - 24'999,150,Braun,1,3,0
14722,6003,3,2000,BMW,316,2002,140'000 - 149'999,115,Blau,0,1,1
14723,6208,3,105900,Porsche,911,1980,0 - 4'999,204,Schwarz,0,4,1
14724,6010,5,6500,Audi,A6,2009,250'000 - 299'999,239,Silber,1,0,0
14725,6005,5,6000,Saab,900,1993,250'000 - 299'999,141,Weiss,0,1,1
14726,6014,3,16900,Toyota,Aygo,2022,0 - 4'999,72,Grau,0,1,1
14727,6212,5,62120,Volvo,XC40,2022,0 - 4'999,180,Grau,2,3,0
14728,6030,5,64900,Jaguar,I-Pace,2019,10'000 - 14'999,400,Blau,2,3,0
14729,6035,5,27890,Volkswagen,T-Roc,2018,55'000 - 59'999,150,Schwarz,0,3,1
14730,6285,5,21500,SEAT,Alhambra,2012,120'000 - 129'999,170,Silber,1,2,0
14731,6012,3,32800,Audi,TT,2015,70'000 - 74'999,230,Weiss,0,5,0
14732,6252,4,17860,Volkswagen,T5,2009,190'000 - 199'999,102,Weiss,1,2,1
14733,6014,5,7500,Audi,A4,2009,190'000 - 199'999,195,Grau,0,0,0
14734,6208,2,16900,Porsche,968,1992,200'000 - 249'999,240,Blau,0,5,0
14736,6344,4,4950,BMW,320,2009,180'000 - 189'999,170,Blau,0,1,1
